Dealer Name,Dealer Code,Town Name,Purchase Order Number,Order Date,Order Status,Order Subtype,Product Category,Part Number,Product Description,Order Quantity,Order Value,Supplier Code,Invoice Date,Invoice Quantity,Invoice Value,GRN Invoice Number,GRN Invoice Date
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-304,08-03-2024,SO Generated,VOR,HHML Parts,12200AAF400S,"""HEAD COMP., CYLINDER""",1,2376.23,30008,08-06-2024,1,2143.84,11885-03-PGRN-0824-403,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-304,08-03-2024,SO Generated,VOR,HHML Parts,13000KWS900S,CRANK SHAFT COMP.,1,4111.41,30008,08-06-2024,1,3738.68,11885-03-PGRN-0824-403,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-304,08-03-2024,SO Generated,VOR,HHML Parts,14711KWB600S,VALVE INLET,1,79.62,30008,08-06-2024,1,71.83,11885-03-PGRN-0824-403,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-304,08-03-2024,SO Generated,VOR,HHML Parts,14721KVY900S,VALVE EXHAUST,1,227.36,30008,08-06-2024,1,205.13,11885-03-PGRN-0824-403,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-304,08-03-2024,SO Generated,VOR,HHML Parts,3310AKZAW01S,LIGHT ASSY. HEAD,1,654.49,30008,08-06-2024,1,595.15,11885-03-PGRN-0824-403,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-304,08-03-2024,SO Generated,VOR,HHML Parts,61300KZAW00ZCS,FRONT VISOR(NH-1 TYPE-3),1,709.99,30008,08-06-2024,1,640.56,11885-03-PGRN-0824-403,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-304,08-03-2024,SO Generated,VOR,HHML Parts,77240KZAW00ZCS,R SIDE COWL(BLK NH-1 (TY-3),1,615.6,30008,08-06-2024,1,555.4,11885-03-PGRN-0824-403,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-304,08-03-2024,SO Generated,VOR,HHML Parts,77250KZAW00ZCS,L SIDE COWL(BLK NH-1 (TY-3),1,615.6,30008,08-06-2024,1,555.4,11885-03-PGRN-0824-403,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-304,08-03-2024,SO Generated,VOR,HHML Parts,77280KZAW00ZCS,CENTER REAR. COWL(BLACK NH1(TYPE-3),1,82.08,30008,08-06-2024,1,74.05,11885-03-PGRN-0824-403,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-304,08-03-2024,SO Generated,VOR,HHML Parts,83500KZAW00ZCS,R SIDE COVER(BLK NH1(TY-3),1,583.59,30008,08-06-2024,1,526.52,11885-03-PGRN-0824-403,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-304,08-03-2024,SO Generated,VOR,HHML Parts,83550KZAW00S,R SIDE SUB,1,94.39,30008,08-06-2024,1,85.16,11885-03-PGRN-0824-403,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-304,08-03-2024,SO Generated,VOR,HHML Parts,83600KZAW00ZCS,L SIDE COVER(BLK NH1(TY-3),1,583.59,30008,08-06-2024,1,526.52,11885-03-PGRN-0824-403,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-304,08-03-2024,SO Generated,VOR,HHML Parts,83650KZAW00S,L SIDE SUB,1,82.08,30008,08-06-2024,1,74.05,11885-03-PGRN-0824-403,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-304,08-03-2024,SO Generated,VOR,HHML Parts,K12121KZAAW00S,"KIT, CYLINDER",1,1641.61,30008,08-06-2024,1,1481.06,11885-03-PGRN-0824-403,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,11395AAH000S,GASKET L CRANK CASE COVER,5,292.2,30008,08-03-2024,5,265.7,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,11395ACK01099S,GASKET L CRANK CASE COVER,15,563.55,30008,08-03-2024,15,512.4,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,12100AAN410S,CYLINDER COMP.,1,1969.93,30008,08-03-2024,1,1777.28,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,12100ABG000S,CYLINDER,2,2864.6,30008,08-03-2024,2,2584.46,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,12209AAN410S,SEAL VALVE STEM,10,267.1,30008,08-03-2024,10,242.9,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,12361035000S,HOLE CAP TAP.ADJST.,6,145.26,30008,08-03-2024,6,132.06,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,12391AAH00099S,GASKET CYL HEAD COVER,5,29.2,30008,08-03-2024,5,26.55,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,12391AAT00099S,GASKET CYLINDER HEAD COVER,5,104.35,30008,08-03-2024,5,94.9,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,12394AAT00099S,GASKET CYLINDER HEAD R SIDE COVER,5,62.6,30008,08-03-2024,5,56.95,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,12395AAH00099S,GASKET CYL HEAD L SIDE COVER,10,125.2,30008,08-03-2024,10,113.9,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,13000AAF400S,CRANK SHAFT COMP.,1,3798.36,30008,08-03-2024,1,3454.01,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,13011AAF00099S,"""KIT, RING PISTON STD""",1,292.21,30008,08-03-2024,1,263.63,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,13115001000S,PISTON PIN CLIP,40,334,30008,08-03-2024,40,303.6,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,14100AAF400S,"""SHAFT COMP,CAM""",1,659.49,30008,08-03-2024,1,599.71,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,14100AAHH41S,SHAFT COMP CAM,1,627.77,30008,08-03-2024,1,570.86,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,14401AAG00099S,SILENT CHAIN ASSEMBLY,1,229.57,30008,08-09-2024,1,208.76,11885-03-PGRN-0824-421,8/14/2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,14430AAT000S,ARM COMP VALVE ROCKER,2,451.44,30008,08-09-2024,2,407.3,11885-03-PGRN-0824-421,8/14/2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,14430KST940S,ARM COMP VALVE ROCKER,1,220.8,30008,08-03-2024,1,199.2,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,14451KST940S,SHAFT ROCKER ARM,2,36.12,30008,08-03-2024,2,32.58,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,14550GB0910RS,PUSH ROD COMP.TENS.,6,502.32,30008,08-03-2024,5,377.65,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,14550GB0910RS,PUSH ROD COMP.TENS.,6,502.32,30008,08-09-2024,1,75.53,11885-03-PGRN-0824-421,8/14/2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,15410AAF40099S,ELEMENT OIL FILTER,32,2083.52,30008,08-03-2024,32,1894.72,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,15421035010S,SCREEN OIL FILTER,1,39.24,30008,08-03-2024,1,35.68,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,16700AAC801S,UNIT ASSY FUEL PUMP,1,3036.97,30008,08-03-2024,1,2739.97,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,17213AACA0099S,ELEMENT AIR CLEANER,5,709.6,30008,08-03-2024,5,645.25,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,17235ACK000S,COVER SUB ASSY AIR CLEANER,2,251.16,30008,0-00-00,,,,0-00-00
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,17910AAL600S,CABLE COMP THROTTLE,2,369.36,30008,08-09-2024,2,333.24,11885-03-PGRN-0824-421,8/14/2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,17920KZN305S,CABLE THROT,1,233.93,30008,08-03-2024,1,211.05,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,18291KTC900S,GASKET EXHAUST PIPE,10,83.5,30008,08-03-2024,10,75.9,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,18293KPK900S,RUBBER PKG.PROTR.,5,66.8,30008,08-03-2024,5,60.75,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,22121AAHF01S,CENTER CLUTCH,5,1190.15,30008,08-03-2024,5,1073.75,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,22121AANB00S,CENTER CLUTCH,7,2125.9,30008,08-03-2024,7,1918,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,22321AAG501S,PLATE CLUTCH,4,158.6,30008,08-03-2024,4,144.24,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,22321KWB601S,PLATE CLUTCH,3,123.12,30008,0-00-00,,,,0-00-00
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,22350AAF400S,PLATE CLUTCH PRESSURE,10,1395.4,30008,08-03-2024,10,1258.9,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,22870AABA00S,CABLE COMP CLUTCH,1,114.09,30008,08-03-2024,1,102.93,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,22870KWA910S,CABLE COMP CLUTCH,5,430.9,30008,08-03-2024,5,388.8,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,28125ACA000S,OUTER COMPLETE STARTING CLUTCH,1,1920.05,30008,08-09-2024,1,1745.98,11885-03-PGRN-0824-421,8/14/2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,30510AAE30099S,COIL COMP IGNITION,2,492.48,30008,0-00-00,,,,0-00-00
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,30700ACK00099S,CAP ASSY NOISE SUPPRESSOR,10,768,30008,08-03-2024,10,698.4,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,3310BAAW00099S,LIGHT ASSY HEAD(W/O BULB),2,1001.76,30008,08-03-2024,2,910.94,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,3370BAAY001S,LIGHT ASSY REAR COMB(W/O BULB),1,869.03,30008,08-03-2024,1,790.25,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,3370BABS001S,LIGHT ASSY REAR COMB,1,852.33,30008,08-03-2024,1,775.07,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,33743AAR001S,REFLEX REFLECTOR SIDE,3,125.22,30008,0-00-00,,,,0-00-00
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,34906447710S,BULB TAIL & STOP LIGHT,40,834.8,30008,08-03-2024,40,759.2,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,34907KVN901S,BULB TAIL & STOP LIGHT,40,834.8,30008,08-03-2024,40,759.2,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,35010AAE301S,"""KIT, LOCKS & KEYS""",2,1377.42,30008,08-03-2024,2,1252.56,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,35200AAHA1099S,SWITCH ASSEMBLY WINKER,2,626.1,30008,08-03-2024,1,284.67,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,35200AAHA1099S,SWITCH ASSEMBLY WINKER,2,626.1,30008,08-03-2024,1,284.67,11885-03-PGRN-0824-392,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,35340KCC841S,SWITCH ASSEMBLY FRONT STOP,3,137.73,30008,08-03-2024,3,125.25,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,35340KST950S,SW ASSEMBLY FRONT STOP,10,375.7,30008,08-03-2024,10,341.6,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,35759AANB0099S,CONTACT ASSEMBLY CHANGE SWITCH,1,41.74,30008,08-03-2024,1,37.96,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,37700ACL001S,SENSOR ASSEMBLY SPEED,2,459.14,30008,08-09-2024,2,417.52,11885-03-PGRN-0824-421,8/14/2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,4052AAAE200S,CHAIN CASE UND HALF SUB ASSY,1,246.24,30008,08-03-2024,1,222.16,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,40531KTE910S,JOINT DRIVE CHAIN,10,108.5,30008,08-03-2024,10,98.7,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,40545001000S,CAP CHAIN PEEP HOLE,20,150.2,30008,08-03-2024,20,136.6,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,43431198900S,ARM RR BRAKE STOPPER,1,55.81,30008,08-03-2024,1,48.13,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,45440AAL100S,CABLE COMP LH FR BRK,3,430.92,30008,08-03-2024,3,366.57,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,45450AAHF00S,CABLE COMP. COMBI BRAKE,2,548.3,30008,08-03-2024,2,494.68,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,45450AAY000S,CABLE COMP RH FR BRK,3,462.93,30008,08-03-2024,3,417.66,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,45450ACK000S,CABLE COMP. COMBI BRAKE,3,901.23,30008,08-09-2024,3,813.09,11885-03-PGRN-0824-421,8/14/2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,45510KVN901S,M/C SUB ASSY. FR BRK.,1,1034.21,30008,08-03-2024,1,933.07,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,46544AAEB00S,REAR BRAKE PEDAL & ROD SUB ASSEMBLY,1,775.66,30008,08-03-2024,1,699.8,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,50186ACL000S,STAY HUGGER FENDER,3,1181.97,30008,08-03-2024,3,1066.38,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,50400ADH800DS,GRIP REAR,1,878.26,30008,08-03-2024,1,792.37,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,50512AAHF00S,PIPE RR BRAKE PIVOT,5,500.7,30008,0-00-00,,,,0-00-00
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,50530AAF400S,"BAR COMP., SIDE STAND",2,393.98,30008,08-03-2024,2,355.46,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,50710AAY300S,PILLION R STEP,2,111.62,30008,08-03-2024,2,100.72,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,50715AAY300S,PILLION L STEP,3,167.43,30008,08-03-2024,3,151.08,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,50716AAY000S,PLATE BOTTOM PILLION R STEP,10,123.1,30008,08-03-2024,10,111.1,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,50717AAY000S,PLATE BOTTOM PILLION L STEP,10,123.1,30008,0-00-00,,,,0-00-00
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,53140AAW000S,GRIP COMP THROT,2,126.4,30008,08-03-2024,2,82.94,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,53175AAFH00S,LEVER COMP.R STRG.HNDL.,10,796.2,30008,0-00-00,,,,0-00-00
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,53178AAFH00S,LEVER COMP.L STRG.HNDL.,10,738.7,30008,08-03-2024,10,666.5,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,53178ACL000S,LEVER COMPLETE LEFT HANDLE,3,344.73,30008,0-00-00,,,,0-00-00
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,53200AAHF00S,STEM COMP. STRG.,1,681.27,30008,08-03-2024,1,614.64,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,53200ACK000S,STEM COMP STRG,1,738.72,30008,08-03-2024,1,666.48,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,53205ABS000SS,COVER HANDLE FR PSW (WH-004P),1,1001.38,30008,08-03-2024,1,903.45,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,61300ADG000TS,COWL FRONT NH-303M,1,738.72,30008,08-03-2024,1,666.48,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,61301AANB00S,COWL FRONT,1,220.8,30008,08-03-2024,1,199.2,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,64305ABS000RS,COVER FR UPPER PBM (NH-B08M),1,1272.25,30008,08-03-2024,1,1147.82,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,77235AAGA00RS,CENTER REAR COWL NH-1,1,175.65,30008,08-03-2024,1,158.47,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,80125ACL000S,HUGGER REAR FENDER,3,295.5,30008,08-03-2024,3,266.58,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,83400ACK410TS,FRONT VISOR NH-1(T3),1,623.81,30008,08-03-2024,1,562.8,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,83407KCC902S,CUSHION FR.VISOR,200,1836,30008,08-09-2024,200,1670,11885-03-PGRN-0824-421,8/14/2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,83551300000S,GROMMET AIR CLN.CASE,30,250.5,30008,08-03-2024,30,227.7,11885-03-PGRN-0824-396,08-09-2024
11885 - AMAN AUTOMOTIVES,11885,GHAZIABAD,11885-03-PLPO-0824-307,08-03-2024,SO Generated,STD,HHML Parts,84702KCC900S,"COLLR, STAY NUMBER PLATE",10,83.5,30008,08-03-2024,10,75.9,11885-03-PGRN-0824-396,08-09-2024
